"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",15.00821,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",15.01466,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",14.14179,
"JAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",14.14669,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",33.19724,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",32.23878,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",33.22224,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",32.54191,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",32.42715,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",33.13353,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",32.78309,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",33.41103,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",32.61449,
"JOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",32.75142,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",15.51696,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",15.52287,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",16.1847,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",16.52829,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",15.7618,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",15.53723,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",14.18254,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",14.60908,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",13.96735,
"KAZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",13.96957,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",28.25798,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",27.39153,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",28.02632,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",28.59419,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",29.15932,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",28.76373,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",28.83454,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",28.23844,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",28.30925,
"KEN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",28.26605,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",61.28498,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",58.65253,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",62.24197,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",62.3786,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",63.6801,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",62.0101,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",55.44868,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",64.36511,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",60.61218,
"KWT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",60.44517,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",26.8069,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",26.62692,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",26.85727,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",27.62501,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",25.63591,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",25.54507,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",23.65541,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",24.41917,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",22.84853,
"KGZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",22.93337,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",28.38964,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",30.8789,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",32.0168,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",30.6099,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",30.92764,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",30.71191,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",29.13702,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",26.48857,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",25.5777,
"LAO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",25.69418,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",17.68811,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",17.75161,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",17.91547,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",17.35451,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",16.37997,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",15.5543,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",15.70783,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",14.68759,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",14.23517,
"LVA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",14.10963,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",31.16934,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",30.76308,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",31.40688,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",30.63292,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",30.6295,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",31.23587,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",31.24514,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",31.64924,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",30.98635,
"LBN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",31.1494,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",31.52358,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",30.61213,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",32.63637,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",31.67694,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",31.46535,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",32.06479,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",33.38049,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",31.14441,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",28.4775,
"LSO","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",28.14714,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",16.8773,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",15.81926,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",14.80432,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",16.01825,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",16.41993,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",15.25652,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",14.85123,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",18.12124,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",17.56124,
"LBR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",17.66819,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",45.31487,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",47.26442,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",50.31,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",44.79314,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",44.4165,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",48.92425,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",47.76794,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",49.76922,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",53.13918,
"LBY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",53.27054,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",19.26602,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",19.45382,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",19.21737,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",19.78489,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",18.60859,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",17.82669,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",17.20002,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",16.69811,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",15.3174,
"LIE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",15.30111,
"LTU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",14.55198,
"LTU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",14.53255,
"LTU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",14.97421,
"LTU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",14.54603,
"LTU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",13.7674,
"LTU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",13.01484,
"LTU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",12.85851,
"LTU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",12.49352,
"LTU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",11.93642,
"LTU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",11.90224,
"MKD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",40.47037,
"MKD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",39.09995,
"MKD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",37.75223,
"MKD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",41.73443,
"MKD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",38.17382,
"MKD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",35.49864,
"MKD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",35.28857,
"MKD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",35.27618,
"MKD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",32.71038,
"MKD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",32.98315,
"MDG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",22.1251,
"MDG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",23.08144,
"MDG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",22.9041,
"MDG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",23.33351,
"MDG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",22.70215,
"MDG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",23.9083,
"MDG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",23.36211,
"MDG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",22.97148,
"MDG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",22.36961,
"MDG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",22.39592,
"MWI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",26.44238,
"MWI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",25.22705,
"MWI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",25.17061,
"MWI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",25.42368,
"MWI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",26.14902,
"MWI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",25.02918,
"MWI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",25.32459,
"MWI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",24.41097,
"MWI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",23.65166,
"MWI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",23.50127,
"MYS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",18.03328,
"MYS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",19.44459,
"MYS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",18.9064,
"MYS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",19.45979,
"MYS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",19.48897,
"MYS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",17.59742,
"MYS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",17.10049,
"MYS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",17.50042,
"MYS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",15.95516,
"MYS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",16.03565,
"MLI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",39.94619,
"MLI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",36.36214,
"MLI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",36.0441,
"MLI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",35.99265,
"MLI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",36.40619,
"MLI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",31.91892,
"MLI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",33.77617,
"MLI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",42.41006,
"MLI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",39.22596,
"MLI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",39.4566,
"MLT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",16.44453,
"MLT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",16.00136,
"MLT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",16.37202,
"MLT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",16.51354,
"MLT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",15.33274,
"MLT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",15.12213,
"MLT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",14.36071,
"MLT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",14.65287,
"MLT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",13.71946,
"MLT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",13.81512,
"MRT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",48.66013,
"MRT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",41.33894,
"MRT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",39.72053,
"MRT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",40.72392,
"MRT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",41.87991,
"MRT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",39.72192,
"MRT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",42.52832,
"MRT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",49.91528,
"MRT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",45.9216,
"MRT","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",47.0745,
"MUS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",15.70997,
"MUS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",15.91061,
"MUS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",15.63458,
"MUS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",15.55753,
"MUS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",15.65065,
"MUS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",15.8762,
"MUS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",15.72334,
"MUS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",14.86748,
"MUS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",14.83558,
"MUS","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",14.8634,
"MDA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",19.88338,
"MDA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",19.38335,
"MDA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",19.59549,
"MDA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",20.27335,
"MDA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",18.86162,
"MDA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",17.78375,
"MDA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",17.01331,
"MDA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",17.35586,
"MDA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",16.56759,
"MDA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",16.57612,
"MNG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",41.73817,
"MNG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",41.60434,
"MNG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",49.655,
"MNG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",51.38437,
"MNG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",48.4056,
"MNG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",46.83023,
"MNG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",43.89997,
"MNG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",46.27494,
"MNG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",42.83627,
"MNG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",43.17646,
"MAR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",30.70875,
"MAR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",30.73572,
"MAR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",29.56647,
"MAR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",28.73179,
"MAR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",28.17719,
"MAR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",29.39532,
"MAR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",29.89208,
"MAR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",32.23189,
"MAR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",32.5327,
"MAR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",32.68699,
"MOZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",22.82723,
"MOZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",22.70332,
"MOZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",22.82084,
"MOZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",22.73316,
"MOZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",22.98119,
"MOZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",22.82315,
"MOZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",22.6213,
"MOZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",21.90793,
"MOZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",21.38332,
"MOZ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",21.30045,
"MMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",40.44901,
"MMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",43.25809,
"MMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",44.09109,
"MMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",44.00993,
"MMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",42.83185,
"MMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",43.62311,
"MMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",40.91821,
"MMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",39.04356,
"MMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",36.29905,
"MMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",36.39681,
"NAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",27.56505,
"NAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",27.57008,
"NAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",27.04992,
"NAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",27.10639,
"NAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",26.69217,
"NAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",27.0244,
"NAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",26.19398,
"NAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",26.44961,
"NAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",25.48496,
"NAM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",25.48976,
"NPL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",90.32223,
"NPL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",91.13731,
"NPL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",103.08176,
"NPL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",102.07172,
"NPL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",98.70473,
"NPL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",98.69105,
"NPL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",98.24372,
"NPL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",97.76313,
"NPL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",99.18209,
"NPL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",99.88675,
"NIC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",23.55729,
"NIC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",23.82819,
"NIC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",22.72482,
"NIC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",23.40022,
"NIC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",22.99258,
"NIC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",22.37359,
"NIC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",19.95491,
"NIC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",18.96647,
"NIC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",17.95188,
"NIC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",17.93724,
"NER","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",87.45031,
"NER","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",74.6421,
"NER","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",71.87473,
"NER","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",74.27868,
"NER","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",71.36523,
"NER","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",61.83236,
"NER","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",60.49306,
"NER","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",91.30798,
